class_accuracy,class_loss,loss,minutes_loss,minutes_mae,val_class_accuracy,val_class_loss,val_loss,val_minutes_loss,val_minutes_mae,learning_rate
0.5720779299736023,1.0219920873641968,2523.129638671875,2521.474365234375,49.42888641357422,0.7660605907440186,0.5451074242591858,2080.415771484375,2078.559814453125,45.016963958740234,0.0010000000474974513
0.7624675035476685,0.6067060828208923,1392.9979248046875,1391.243408203125,36.35418701171875,0.7872727513313293,0.5084970593452454,678.8290405273438,677.788330078125,25.606616973876953,0.0010000000474974513
0.7870129942893982,0.5226326584815979,336.42626953125,335.68121337890625,16.227741241455078,0.8333333134651184,0.4138404428958893,76.47534942626953,75.88158416748047,7.410460472106934,0.0010000000474974513
0.8045454621315002,0.47075408697128296,71.5157470703125,70.96730041503906,6.505417823791504,0.8551515340805054,0.3788145184516907,25.188108444213867,24.732980728149414,3.5177180767059326,0.0010000000474974513
0.8131169080734253,0.4481082558631897,54.415653228759766,53.97333526611328,5.705862045288086,0.8496969938278198,0.36964038014411926,21.773988723754883,21.336931228637695,3.275876045227051,0.0010000000474974513
0.8236363530158997,0.4179683327674866,52.395606994628906,51.96718215942383,5.567777156829834,0.8593939542770386,0.35300391912460327,21.05251693725586,20.60186004638672,3.145493268966675,0.0010000000474974513
0.8346753120422363,0.3972400426864624,48.76233673095703,48.390899658203125,5.374511241912842,0.8630303144454956,0.3408782184123993,20.684720993041992,20.29266357421875,3.1986453533172607,0.0010000000474974513
0.8357142806053162,0.4000738561153412,48.837425231933594,48.523353576660156,5.352813720703125,0.8581818342208862,0.3469252288341522,20.18549919128418,19.764204025268555,3.12262225151062,0.0010000000474974513
0.8377922177314758,0.3905560076236725,45.6906852722168,45.328163146972656,5.211756706237793,0.8745454549789429,0.3318174183368683,21.473777770996094,21.100706100463867,3.3343889713287354,0.0010000000474974513
0.8419480323791504,0.38721126317977905,45.403656005859375,44.988121032714844,5.162958145141602,0.8721212148666382,0.32297611236572266,19.496538162231445,19.128623962402344,3.0881965160369873,0.0010000000474974513
0.8438960909843445,0.37712371349334717,44.90003204345703,44.50967788696289,5.1251444816589355,0.8836363554000854,0.3195512592792511,19.24897575378418,18.879384994506836,3.022874593734741,0.0010000000474974513
0.8480519652366638,0.38058704137802124,46.14297866821289,45.75922775268555,5.204735279083252,0.8672727346420288,0.3277272880077362,20.648460388183594,20.247865676879883,3.2076258659362793,0.0010000000474974513
0.845324695110321,0.3692873418331146,41.90854263305664,41.54344177246094,4.970333576202393,0.8733333349227905,0.3176495432853699,19.746248245239258,19.393720626831055,3.1260769367218018,0.0010000000474974513
0.8454545736312866,0.3732050359249115,41.448089599609375,41.06953430175781,4.956101417541504,0.8830302953720093,0.31256023049354553,18.575979232788086,18.2076473236084,2.982219934463501,0.0005000000237487257
0.845714271068573,0.37072813510894775,41.19757080078125,40.79978561401367,4.89093017578125,0.8793939352035522,0.3107450306415558,18.28480339050293,17.928651809692383,2.953428030014038,0.0005000000237487257
0.8455843925476074,0.36756831407546997,39.881099700927734,39.50761795043945,4.833061218261719,0.8769696950912476,0.3131597638130188,18.811193466186523,18.44445037841797,2.9956037998199463,0.0005000000237487257
0.8467532396316528,0.3752560615539551,40.707950592041016,40.36792755126953,4.887768745422363,0.8709090948104858,0.3179417848587036,18.556550979614258,18.197851181030273,2.9882421493530273,0.0005000000237487257
0.8409090638160706,0.37444835901260376,40.482948303222656,40.12152099609375,4.860979080200195,0.8818181753158569,0.3129868805408478,18.30284881591797,17.949804306030273,2.947526454925537,0.0002500000118743628
0.8424675464630127,0.38317224383354187,41.86028289794922,41.496490478515625,4.95008659362793,0.8757575750350952,0.3138839900493622,18.563894271850586,18.205120086669922,2.9717905521392822,0.0002500000118743628
0.8407792448997498,0.3805423974990845,40.95478439331055,40.56671142578125,4.886106014251709,0.8775757551193237,0.31465914845466614,18.22772789001465,17.867982864379883,2.9452896118164062,0.0001250000059371814
0.847012996673584,0.3726239800453186,40.13192367553711,39.854671478271484,4.853897571563721,0.871515154838562,0.3160732686519623,18.271150588989258,17.909683227539062,2.949429512023926,0.0001250000059371814
0.8464934825897217,0.3742123246192932,41.482940673828125,41.17317581176758,4.8965559005737305,0.8721212148666382,0.31665006279945374,18.380014419555664,18.01519012451172,2.9649643898010254,0.0001250000059371814
0.8475324511528015,0.37204480171203613,39.10593795776367,38.732086181640625,4.754024028778076,0.8745454549789429,0.3139619827270508,18.356426239013672,17.997798919677734,2.956068277359009,6.25000029685907e-05
0.8419480323791504,0.3773743510246277,39.914546966552734,39.512203216552734,4.793336868286133,0.8757575750350952,0.31527963280677795,18.196346282958984,17.83466911315918,2.944474697113037,6.25000029685907e-05
0.8440259695053101,0.3790251910686493,40.12163543701172,39.725154876708984,4.855413436889648,0.8763636350631714,0.3161967694759369,18.199359893798828,17.836162567138672,2.9476964473724365,6.25000029685907e-05
0.8427272439002991,0.37843427062034607,39.86562728881836,39.48431396484375,4.819620132446289,0.8769696950912476,0.31485432386398315,18.160743713378906,17.799785614013672,2.943178653717041,6.25000029685907e-05
0.8376623392105103,0.3789156973361969,39.07158660888672,38.66510009765625,4.775145530700684,0.8763636350631714,0.3145265281200409,18.20223045349121,17.84130096435547,2.9468436241149902,6.25000029685907e-05
0.8370130062103271,0.3841201663017273,39.69375991821289,39.31785202026367,4.844079971313477,0.875151515007019,0.3156322240829468,18.121273040771484,17.76145362854004,2.951852560043335,6.25000029685907e-05
0.8436363339424133,0.3697459399700165,40.527870178222656,40.243465423583984,4.835517883300781,0.8775757551193237,0.3140985667705536,18.18444061279297,17.82984161376953,2.950730562210083,6.25000029685907e-05
0.8415584564208984,0.37423160672187805,39.69623565673828,39.29902648925781,4.8289337158203125,0.8775757551193237,0.3139283359050751,18.100427627563477,17.742656707763672,2.942470073699951,6.25000029685907e-05
0.8405194878578186,0.380581796169281,40.112937927246094,39.725921630859375,4.871778964996338,0.8739393949508667,0.3145609200000763,18.1237850189209,17.761430740356445,2.9402637481689453,6.25000029685907e-05
0.8445454835891724,0.36915451288223267,39.48368835449219,39.112030029296875,4.827925205230713,0.8781818151473999,0.3133639693260193,18.13502311706543,17.77501106262207,2.9397337436676025,6.25000029685907e-05
0.836753249168396,0.38437795639038086,40.658634185791016,40.26586151123047,4.885692596435547,0.8775757551193237,0.31341904401779175,18.146453857421875,17.783201217651367,2.9391143321990967,3.125000148429535e-05
0.8406493663787842,0.3777678310871124,39.439048767089844,39.069664001464844,4.793771743774414,0.8787878751754761,0.3130728006362915,18.111412048339844,17.748796463012695,2.9381206035614014,3.125000148429535e-05
0.843376636505127,0.37208518385887146,39.18813705444336,38.77338409423828,4.77908182144165,0.8793939352035522,0.31357499957084656,18.07499122619629,17.713319778442383,2.9364874362945557,1.5625000742147677e-05
0.8377922177314758,0.3826981782913208,40.17390823364258,39.79841995239258,4.870572090148926,0.8775757551193237,0.31348851323127747,18.03734588623047,17.67514991760254,2.935453176498413,1.5625000742147677e-05
0.8451948165893555,0.37142813205718994,38.27122497558594,37.870731353759766,4.730935573577881,0.8775757551193237,0.31442826986312866,18.02901268005371,17.66622543334961,2.934933662414551,1.5625000742147677e-05
0.8454545736312866,0.37086981534957886,40.331581115722656,39.949607849121094,4.833704948425293,0.8787878751754761,0.31371739506721497,18.048744201660156,17.686025619506836,2.93693470954895,1.5625000742147677e-05
0.8388311862945557,0.38256800174713135,39.17891311645508,38.777652740478516,4.79388952255249,0.8787878751754761,0.31390073895454407,18.092838287353516,17.73072052001953,2.934652090072632,1.5625000742147677e-05
0.8396103978157043,0.38338154554367065,40.15709686279297,39.75724411010742,4.8733086585998535,0.8799999952316284,0.3128422200679779,18.08243179321289,17.721641540527344,2.936998128890991,9.999999747378752e-06
